ProcessName,EventID,Timestamp,SubjectUserName,TargetUserName,ParentProcessName,CommandLine,RowID,Suspicion_Score,summary
C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,4689,2026-04-18 18:09:57.545368+00:00,DESKTOP-7CV8A7M$,,,,3290,2,"PowerShell process termination, normal system activity"
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:57.553932+00:00,DESKTOP-7CV8A7M$,,,,3291,1,"Console host process termination, routine cleanup"
,4688,2026-04-18 18:09:57.555365+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,net user,3292,7,Wazuh agent executing net user command
,4688,2026-04-18 18:09:57.565779+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\net.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3293,6,Net.exe spawning conhost with suspicious parameters
,4688,2026-04-18 18:09:57.605423+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\net.exe,C:\WINDOWS\system32\net1 user,3294,7,Net.exe executing net1 user enumeration command
C:\Windows\SysWOW64\net1.exe,4689,2026-04-18 18:09:57.632095+00:00,DESKTOP-7CV8A7M$,,,,3295,2,"Net1.exe process termination, normal cleanup"
C:\Windows\SysWOW64\net.exe,4689,2026-04-18 18:09:57.633411+00:00,DESKTOP-7CV8A7M$,,,,3296,2,"Net.exe process termination, normal cleanup"
,4688,2026-04-18 18:09:57.635189+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,net user,3297,7,Wazuh agent executing net user command again
,4688,2026-04-18 18:09:57.641047+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\net.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3298,6,Net.exe spawning conhost with suspicious parameters
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:57.652660+00:00,DESKTOP-7CV8A7M$,,,,3299,1,"Console host process termination, routine cleanup"
,4688,2026-04-18 18:09:57.673714+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\net.exe,C:\WINDOWS\system32\net1 user,3300,7,Net.exe executing net1 user enumeration command
C:\Windows\SysWOW64\net1.exe,4689,2026-04-18 18:09:57.690126+00:00,DESKTOP-7CV8A7M$,,,,3301,2,"Net1.exe process termination, normal cleanup"
C:\Windows\SysWOW64\net.exe,4689,2026-04-18 18:09:57.691143+00:00,DESKTOP-7CV8A7M$,,,,3302,2,"Net.exe process termination, normal cleanup"
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:57.696142+00:00,DESKTOP-7CV8A7M$,,,,3303,1,"Console host process termination, routine cleanup"
,4688,2026-04-18 18:09:57.700136+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,reg query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\system /v legalnoticetext,3304,8,Wazuh agent querying legal notice registry policy
