ProcessName,EventID,Timestamp,SubjectUserName,TargetUserName,ParentProcessName,CommandLine,RowID,Suspicion_Score,summary
C:\Windows\System32\RuntimeBroker.exe,4689,2026-04-18 18:13:06.467409+00:00,pizza,,,,3780,1,Normal RuntimeBroker process termination
,4688,2026-04-18 18:13:25.616194+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,wmiadap.exe /F /T /R,3781,2,Standard WMI adapter process creation
,4688,2026-04-18 18:13:34.221680+00:00,pizza,-,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=unzip.mojom.Unzipper --lang=en-US --service-sandbox-type=service --ram-no-pressure-read-main-dll --metrics-shmem-handle=3524,i,5769590099925237005,10811237176343149945,524288 --field-trial-handle=2220,i,8606386374638763007,13847168010778022021,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7609250630321697839,8947361098505959950,4 --trace-process-track-uuid=3190709006926792172 --mojo-platform-channel-handle=8184 /prefetch:14",3782,3,Edge utility process with unzip functionality
C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,4689,2026-04-18 18:13:34.941402+00:00,pizza,,,,3783,1,Normal Edge browser process termination
,4688,2026-04-18 18:14:10.562130+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,taskhostw.exe,3784,1,Standard task host process creation
C:\Windows\System32\taskhostw.exe,4689,2026-04-18 18:14:11.578007+00:00,DESKTOP-7CV8A7M$,,,,3785,1,Normal task host process termination
,4688,2026-04-18 18:14:20.154100+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,taskhostw.exe,3786,1,Standard task host process creation
C:\Windows\System32\taskhostw.exe,4689,2026-04-18 18:14:20.240950+00:00,DESKTOP-7CV8A7M$,,,,3787,1,Normal task host process termination
,4688,2026-04-18 18:14:20.265650+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,taskhostw.exe SBServicing,3788,2,Task host with servicing parameter
,4688,2026-04-18 18:14:21.119909+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",3789,2,Background task host process creation
