ProcessName,EventID,Timestamp,SubjectUserName,TargetUserName,ParentProcessName,CommandLine,RowID,Suspicion_Score,summary
,4627,2026-04-18 18:11:31.121531+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3710,1,Normal SYSTEM privilege assignment event
,4672,2026-04-18 18:11:31.121540+00:00,SYSTEM,,,,3711,0,Standard SYSTEM privilege use event
,4688,2026-04-18 18:11:31.122974+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p,3712,1,Normal svchost service startup process
C:\Windows\System32\services.exe,4624,2026-04-18 18:11:31.852173+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3713,1,Standard SYSTEM logon event
,4627,2026-04-18 18:11:31.852184+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3714,1,Normal SYSTEM privilege assignment event
,4672,2026-04-18 18:11:31.852192+00:00,SYSTEM,,,,3715,0,Standard SYSTEM privilege use event
,4688,2026-04-18 18:11:31.853447+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s UsoSvc,3716,1,Normal svchost service startup process
C:\Windows\System32\services.exe,4624,2026-04-18 18:11:32.181950+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3717,1,Standard SYSTEM logon event
,4627,2026-04-18 18:11:32.181961+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3718,1,Normal SYSTEM privilege assignment event
,4672,2026-04-18 18:11:32.181969+00:00,SYSTEM,,,,3719,0,Standard SYSTEM privilege use event
,4688,2026-04-18 18:11:32.183626+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k wusvcs -p -s WaaSMedicSvc,3720,1,Normal svchost service startup process
,4688,2026-04-18 18:11:32.320099+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\uus\packages\preview\AMD64\MoUsoCoreWorker.exe"" useprivatenamespaces",3721,2,MoUsoCoreWorker process from unusual path
C:\Windows\System32\services.exe,4624,2026-04-18 18:11:32.436583+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3722,1,Standard SYSTEM logon event
,4627,2026-04-18 18:11:32.436592+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3723,1,Normal SYSTEM privilege assignment event
,4672,2026-04-18 18:11:32.436602+00:00,SYSTEM,,,,3724,0,Standard SYSTEM privilege use event
,4688,2026-04-18 18:11:32.437792+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k whesvc -p -s whesvc,3725,1,Normal svchost service startup process
,4688,2026-04-18 18:11:32.715174+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",3726,3,BackgroundTaskHost running as pizza user
,4688,2026-04-18 18:11:32.797714+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,3727,3,RuntimeBroker running as pizza user
C:\Windows\System32\backgroundTaskHost.exe,4689,2026-04-18 18:11:32.976568+00:00,pizza,,,,3728,2,BackgroundTaskHost process termination event
,4688,2026-04-18 18:11:33.256229+00:00,DESKTOP-7CV8A7M$,LOCAL SERVICE,C:\Windows\System32\services.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p -s wscsvc,3729,1,Normal svchost service startup process
,4688,2026-04-18 18:11:33.347374+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -Embedding,3730,1,Normal wmiprvse process startup
,4688,2026-04-18 18:11:34.381882+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup,3731,3,Svchost running as pizza user
C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,4689,2026-04-18 18:11:35.029593+00:00,pizza,,,,3732,1,Microsoft Edge process termination
C:\Windows\System32\dllhost.exe,4689,2026-04-18 18:11:35.653719+00:00,pizza,,,,3733,1,Dllhost process termination event
,4688,2026-04-18 18:11:35.975018+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,3734,3,RuntimeBroker running as pizza user
,4688,2026-04-18 18:11:36.012991+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,3735,3,RuntimeBroker running as pizza user
,4688,2026-04-18 18:11:36.189611+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",3736,3,BackgroundTaskHost running as pizza user
C:\Windows\System32\backgroundTaskHost.exe,4689,2026-04-18 18:11:36.456118+00:00,pizza,,,,3737,2,BackgroundTaskHost process termination event
,4688,2026-04-18 18:11:37.338678+00:00,pizza,-,C:\Windows\explorer.exe,"""C:\Users\pizza\AppData\Local\Microsoft\OneDrive\OneDrive.exe"" /background",3738,2,OneDrive process launched from explorer
,4688,2026-04-18 18:11:38.874180+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,"""C:\Users\pizza\AppData\Local\Microsoft\OneDrive\26.055.0323.0004\FileCoAuth.exe"" -Embedding",3739,3,FileCoAuth running as pizza user
,4688,2026-04-18 18:11:39.249666+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider",3740,3,BackgroundTaskHost running as pizza user
C:\Windows\System32\backgroundTaskHost.exe,4689,2026-04-18 18:11:40.033886+00:00,pizza,,,,3741,2,BackgroundTaskHost process termination event
C:\Windows\System32\svchost.exe,4689,2026-04-18 18:11:40.844042+00:00,DESKTOP-7CV8A7M$,,,,3742,1,Svchost process termination event
,4688,2026-04-18 18:11:42.159595+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca",3743,3,ShellExperienceHost running as pizza user
,4688,2026-04-18 18:11:42.566463+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,3744,3,RuntimeBroker running as pizza user
,4688,2026-04-18 18:11:42.697256+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,"C:\WINDOWS\system32\rundll32.exe C:\WINDOWS\system32\AppXDeploymentExtensions.OneCore.dll,ShellRefresh",3745,3,Rundll32 executing AppXDeploymentExtensions
C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe,4689,2026-04-18 18:11:44.725100+00:00,DESKTOP-7CV8A7M$,,,,3746,1,TiWorker process termination event
C:\Windows\servicing\TrustedInstaller.exe,4689,2026-04-18 18:11:44.812487+00:00,DESKTOP-7CV8A7M$,,,,3747,1,TrustedInstaller process termination
,4688,2026-04-18 18:11:45.693859+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,"""C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.24.25199.0_x64__8wekyb3d8bbwe\WindowsPackageManagerServer.exe"" -Embedding",3748,3,WindowsPackageManagerServer running as pizza
,4688,2026-04-18 18:11:46.898504+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},3749,3,DllHost running as pizza user
C:\Users\pizza\AppData\Local\Microsoft\OneDrive\26.055.0323.0004\FileCoAuth.exe,4689,2026-04-18 18:11:47.259542+00:00,pizza,,,,3750,1,FileCoAuth process termination event
C:\Program Files\WindowsApps\Microsoft.DesktopAppInstaller_1.24.25199.0_x64__8wekyb3d8bbwe\WindowsPackageManagerServer.exe,4689,2026-04-18 18:11:47.453672+00:00,pizza,,,,3751,1,WindowsPackageManagerServer process termination
,4688,2026-04-18 18:11:47.551584+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,"""C:\Users\pizza\AppData\Local\Microsoft\OneDrive\26.055.0323.0004\FileCoAuth.exe"" -Embedding",3752,3,FileCoAuth running as pizza user
C:\Windows\System32\svchost.exe,4689,2026-04-18 18:12:12.792173+00:00,DESKTOP-7CV8A7M$,,,,3753,1,Svchost process termination event
C:\Windows\System32\dllhost.exe,4689,2026-04-18 18:12:12.830160+00:00,pizza,,,,3754,1,Dllhost process termination event
C:\Users\pizza\AppData\Local\Microsoft\OneDrive\26.055.0323.0004\FileCoAuth.exe,4689,2026-04-18 18:12:12.875610+00:00,pizza,,,,3755,1,FileCoAuth process termination event
C:\Windows\System32\rundll32.exe,4689,2026-04-18 18:12:12.895853+00:00,pizza,,,,3756,1,Rundll32 process termination event
C:\Windows\System32\sppsvc.exe,4689,2026-04-18 18:12:12.912214+00:00,DESKTOP-7CV8A7M$,,,,3757,1,Sppsvc process termination event
,4688,2026-04-18 18:12:13.264038+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},3758,3,DllHost running as pizza user
,4688,2026-04-18 18:12:13.861052+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\DllHost.exe /Processid:{338B40F9-9D68-4B53-A793-6B9AA0C5F63B},3759,3,DllHost running as pizza user
C:\Windows\System32\RuntimeBroker.exe,4689,2026-04-18 18:12:16.650509+00:00,pizza,,,,3760,1,RuntimeBroker process termination event
C:\Windows\System32\dllhost.exe,4689,2026-04-18 18:12:18.714466+00:00,pizza,,,,3761,1,Dllhost process termination event
C:\Windows\System32\dllhost.exe,4689,2026-04-18 18:12:18.919014+00:00,pizza,,,,3762,1,Dllhost process termination event
,4688,2026-04-18 18:12:20.144712+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\wermgr.exe"" -upload",3763,2,Wermgr process with upload parameter
C:\Windows\System32\wermgr.exe,4689,2026-04-18 18:12:20.198078+00:00,DESKTOP-7CV8A7M$,,,,3764,1,Wermgr process termination event
,4688,2026-04-18 18:12:22.245068+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,taskhostw.exe,3765,2,Taskhostw process launched from svchost
C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,4689,2026-04-18 18:12:22.266258+00:00,pizza,,,,3766,1,Microsoft Edge process termination
,4688,2026-04-18 18:12:24.588829+00:00,pizza,-,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --disable-gpu-sandbox --use-gl=disabled --gpu-vendor-id=5140 --gpu-device-id=140 --gpu-sub-system-id=0 --gpu-revision=0 --gpu-driver-version=10.0.26100.8246 --gpu-preferences=SAAAAAAAAADoAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAEIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --ram-no-pressure-read-main-dll --metrics-shmem-handle=7020,i,17281906735303375000,7979829542438373373,262144 --field-trial-handle=2220,i,8606386374638763007,13847168010778022021,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7609250630321697839,8947361098505959950,4 --trace-process-track-uuid=3190709005052708474 --mojo-platform-channel-handle=7456 /prefetch:10",3767,4,Edge GPU process with complex parameters
C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,4689,2026-04-18 18:12:25.197546+00:00,pizza,,,,3768,1,Microsoft Edge process termination
C:\Windows\System32\taskhostw.exe,4689,2026-04-18 18:12:25.617126+00:00,DESKTOP-7CV8A7M$,,,,3769,1,Taskhostw process termination event
,4688,2026-04-18 18:12:27.601934+00:00,pizza,-,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=unzip.mojom.Unzipper --lang=en-US --service-sandbox-type=service --skip-read-main-dll --metrics-shmem-handle=7636,i,10220182911235958044,6283905651613425793,524288 --field-trial-handle=2220,i,8606386374638763007,13847168010778022021,262144 --variations-seed-version --pseudonymization-salt-handle=2224,i,7609250630321697839,8947361098505959950,4 --trace-process-track-uuid=3190709005989750323 --mojo-platform-channel-handle=7704 /prefetch:14",3770,4,Edge utility process with complex parameters
C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,4689,2026-04-18 18:12:27.702568+00:00,pizza,,,,3771,1,Microsoft Edge process termination
C:\Windows\System32\svchost.exe,4689,2026-04-18 18:12:33.126930+00:00,DESKTOP-7CV8A7M$,,,,3772,1,Svchost process termination event
C:\Windows\UUS\Packages\Preview\amd64\MoUsoCoreWorker.exe,4689,2026-04-18 18:12:34.121365+00:00,DESKTOP-7CV8A7M$,,,,3773,1,MoUsoCoreWorker process termination
C:\Windows\System32\backgroundTaskHost.exe,4689,2026-04-18 18:12:36.431271+00:00,pizza,,,,3774,1,BackgroundTaskHost process termination event
C:\Windows\System32\backgroundTaskHost.exe,4689,2026-04-18 18:12:36.448418+00:00,pizza,,,,3775,1,BackgroundTaskHost process termination event
C:\Windows\System32\backgroundTaskHost.exe,4689,2026-04-18 18:12:36.906351+00:00,pizza,,,,3776,1,BackgroundTaskHost process termination event
