ProcessName,EventID,Timestamp,SubjectUserName,TargetUserName,ParentProcessName,CommandLine,RowID,Suspicion_Score,summary
,4688,2026-04-18 18:09:29.101974+00:00,DESKTOP-7CV8A7M$,-,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MsMpEng.exe,"C:\WINDOWS\system32\wevtutil.exe uninstall-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Microsoft-Antimalware-Protection.man""",3150,7,Windows Defender uninstalling event log manifest
,4688,2026-04-18 18:09:29.104368+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3151,2,Console host spawned from wevtutil normal
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:29.104944+00:00,DESKTOP-7CV8A7M$,,,,3152,1,Console host process termination normal
C:\Windows\System32\wevtutil.exe,4689,2026-04-18 18:09:29.218807+00:00,DESKTOP-7CV8A7M$,,,,3153,1,Wevtutil process termination normal
,4688,2026-04-18 18:09:29.226585+00:00,DESKTOP-7CV8A7M$,-,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MsMpEng.exe,"C:\WINDOWS\system32\wevtutil.exe install-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Microsoft-Antimalware-Protection.man"" ""/resourceFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MpClient.dll"" ""/messageFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MpClient.dll"" ""/parameterFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MpClient.dll""",3154,7,Windows Defender installing event log manifest
,4688,2026-04-18 18:09:29.229092+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3155,2,Console host spawned from wevtutil normal
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:29.229584+00:00,DESKTOP-7CV8A7M$,,,,3156,1,Console host process termination normal
C:\Windows\System32\wevtutil.exe,4689,2026-04-18 18:09:29.308382+00:00,DESKTOP-7CV8A7M$,,,,3157,1,Wevtutil process termination normal
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:29.316942+00:00,DESKTOP-7CV8A7M$,,,,3158,1,Console host process termination normal
C:\Windows\System32\services.exe,4624,2026-04-18 18:09:29.375191+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3159,1,Services logon to SYSTEM normal
,4627,2026-04-18 18:09:29.375200+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3160,1,SYSTEM logon event normal
,4672,2026-04-18 18:09:29.375210+00:00,SYSTEM,,,,3161,1,SYSTEM privilege use normal
C:\Windows\System32\services.exe,4624,2026-04-18 18:09:29.375370+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3162,1,Services logon to SYSTEM normal
,4627,2026-04-18 18:09:29.375383+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3163,1,SYSTEM logon event normal
,4672,2026-04-18 18:09:29.375399+00:00,SYSTEM,,,,3164,1,SYSTEM privilege use normal
,4688,2026-04-18 18:09:29.377985+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k wsappx -p -s AppXSvc,3165,1,Svchost AppXSvc spawned normally
,4688,2026-04-18 18:09:29.378765+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k osprivacy -p -s camsvc,3166,1,Svchost camera service spawned normally
,4799,2026-04-18 18:09:29.531021+00:00,DESKTOP-7CV8A7M$,Administrators,,,3167,2,Group membership change to Administrators
,4688,2026-04-18 18:09:29.579920+00:00,DESKTOP-7CV8A7M$,LOCAL SERVICE,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k WSAIFabricSvcGroup -p -s WSAIFabricSvc,3168,1,Svchost fabric service spawned normally
,4688,2026-04-18 18:09:30.455847+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,AggregatorHost.exe,3169,3,AggregatorHost spawned from svchost
,4688,2026-04-18 18:09:31.385960+00:00,DESKTOP-7CV8A7M$,DESKTOP-7CV8A7M$,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,3170,1,WMI provider service spawned normally
C:\Windows\System32\services.exe,4624,2026-04-18 18:09:31.512711+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3171,1,Services logon to SYSTEM normal
,4627,2026-04-18 18:09:31.512718+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3172,1,SYSTEM logon event normal
,4672,2026-04-18 18:09:31.512726+00:00,SYSTEM,,,,3173,1,SYSTEM privilege use normal
,4688,2026-04-18 18:09:31.515741+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\servicing\TrustedInstaller.exe,3174,1,TrustedInstaller spawned normally
,4688,2026-04-18 18:09:31.582766+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\wermgr.exe"" -upload",3175,2,Windows error manager upload spawned
,4688,2026-04-18 18:09:31.606989+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,C:\WINDOWS\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.26100.8247_none_a53a4f5b773e04f9\TiWorker.exe -Embedding,3176,1,TiWorker servicing process spawned normally
,5024,2026-04-18 18:09:31.612217+00:00,,,,,3177,1,Windows Firewall service started normal
C:\Windows\System32\services.exe,4624,2026-04-18 18:09:32.876499+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3178,1,Services logon to SYSTEM normal
,4627,2026-04-18 18:09:32.876511+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3179,1,SYSTEM logon event normal
,4672,2026-04-18 18:09:32.876518+00:00,SYSTEM,,,,3180,1,SYSTEM privilege use normal
,4688,2026-04-18 18:09:32.877615+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s WdiSystemHost,3181,1,Svchost WDI system host spawned
C:\Windows\System32\services.exe,4624,2026-04-18 18:09:32.932810+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3182,1,Services logon to SYSTEM normal
,4627,2026-04-18 18:09:32.932819+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3183,1,SYSTEM logon event normal
,4672,2026-04-18 18:09:32.932827+00:00,SYSTEM,,,,3184,1,SYSTEM privilege use normal
