ProcessName,EventID,Timestamp,SubjectUserName,TargetUserName,ParentProcessName,CommandLine,RowID,Suspicion_Score,summary
C:\Program Files (x86)\Microsoft\EdgeWebView\Application\147.0.3912.72\msedgewebview2.exe,4689,2026-04-18 17:45:09.810757+00:00,pizza,,,,2100,1,Normal EdgeWebView process termination
,4688,2026-04-18 17:45:14.186842+00:00,pizza,-,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --disable-gpu-sandbox --use-gl=disabled --gpu-vendor-id=5140 --gpu-device-id=140 --gpu-sub-system-id=0 --gpu-revision=0 --gpu-driver-version=10.0.26100.8246 --gpu-preferences=SAAAAAAAAADoAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAEIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --ram-no-pressure-read-main-dll --metrics-shmem-handle=4312,i,16001688576260365682,10193147243252128567,262144 --field-trial-handle=2284,i,7445214177790019479,381428523748705468,262144 --variations-seed-version --pseudonymization-salt-handle=2288,i,13510415274860347698,11705296152310878110,4 --trace-process-track-uuid=3190709001304541078 --mojo-platform-channel-handle=7816 /prefetch:10",2101,2,Standard Edge GPU process with normal parameters
C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,4689,2026-04-18 17:45:14.346764+00:00,pizza,,,,2102,1,Normal Edge browser process exit
C:\Windows\UUS\Packages\Preview\amd64\MoUsoCoreWorker.exe,4689,2026-04-18 17:45:19.660408+00:00,DESKTOP-7CV8A7M$,,,,2103,1,Normal Windows update worker termination
,4688,2026-04-18 17:45:19.755140+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,wmiadap.exe /F /T /R,2104,1,Standard WMI adapter system process
,4688,2026-04-18 17:45:23.718351+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,taskhostw.exe,2105,1,Normal task host system process
,4688,2026-04-18 17:45:24.803461+00:00,DESKTOP-7CV8A7M$,DESKTOP-7CV8A7M$,C:\Windows\System32\services.exe,C:\WINDOWS\system32\sppsvc.exe,2106,1,Standard software protection service launch
C:\Windows\System32\taskhostw.exe,4689,2026-04-18 17:45:27.387535+00:00,DESKTOP-7CV8A7M$,,,,2107,1,Normal task host process termination
,4688,2026-04-18 17:45:32.276196+00:00,pizza,-,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=unzip.mojom.Unzipper --lang=en-US --service-sandbox-type=service --skip-read-main-dll --metrics-shmem-handle=6816,i,10716634917074023957,2146818801251472883,524288 --field-trial-handle=2284,i,7445214177790019479,381428523748705468,262144 --variations-seed-version --pseudonymization-salt-handle=2288,i,13510415274860347698,11705296152310878110,4 --trace-process-track-uuid=3190709002241582927 --mojo-platform-channel-handle=6988 /prefetch:14",2108,2,Edge utility process with unzip service
C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,4689,2026-04-18 17:45:32.346889+00:00,pizza,,,,2109,1,Normal Edge browser process exit
