TargetUserName,Timestamp,SubjectUserName,EventID,ParentProcessName,CommandLine,ProcessName,RowID,Suspicion_Score,summary
,2026-04-20 18:25:51.541811+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,1470,0,
,2026-04-20 18:25:51.553282+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,1471,0,
,2026-04-20 18:25:51.558321+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,1472,0,
-,2026-04-20 18:25:51.575212+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\pizza\AppData\Local\Microsoft\Edge\User Data"" /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\pizza\AppData\Local\Microsoft\Edge\User Data\Crashpad"" ""--metrics-dir=C:\Users\pizza\AppData\Local\Microsoft\Edge\User Data"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=147.0.7727.102 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=plat=Win64 --annotation=prod=Edge --annotation=ver=147.0.3912.72 --initial-client-data=0x260,0x264,0x268,0x25c,0x270,0x7ff8f9c80d58,0x7ff8f9c80d64,0x7ff8f9c80d70",,1473,0,
,2026-04-20 18:25:51.628675+00:00,pizza,4695,,,,1474,0,
,2026-04-20 18:25:51.664925+00:00,pizza,4695,,,,1475,0,
,2026-04-20 18:25:51.665197+00:00,pizza,4695,,,,1476,0,
-,2026-04-20 18:25:51.697254+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\147.0.3912.72\elevation_service.exe""",,1477,0,
-,2026-04-20 18:25:51.764336+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --startup-read-main-dll --metrics-shmem-handle=2104,i,11456109561804159731,12384054996075528396,524288 --field-trial-handle=2580,i,16363140994783023232,2662048548580896011,262144 --variations-seed-version --pseudonymization-salt-handle=2584,i,16317294031186864908,840205868831341560,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2964 /prefetch:11",,1478,0,
-,2026-04-20 18:25:51.777719+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --startup-read-main-dll --metrics-shmem-handle=1876,i,414516120272070905,7243867155981862968,262144 --field-trial-handle=2580,i,16363140994783023232,2662048548580896011,262144 --variations-seed-version --pseudonymization-salt-handle=2584,i,16317294031186864908,840205868831341560,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=2576 /prefetch:2",,1479,0,
-,2026-04-20 18:25:51.852615+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=service --startup-read-main-dll --metrics-shmem-handle=2308,i,12901452581674087459,13325069903189096815,524288 --field-trial-handle=2580,i,16363140994783023232,2662048548580896011,262144 --variations-seed-version --pseudonymization-salt-handle=2584,i,16317294031186864908,840205868831341560,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=3716 /prefetch:13",,1480,0,
-,2026-04-20 18:25:51.855640+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=edge_collections.mojom.CollectionsDataManager --lang=en-US --service-sandbox-type=collections --ram-no-pressure-read-main-dll --metrics-shmem-handle=2876,i,12206727816626120828,7501257152106977122,524288 --field-trial-handle=2580,i,16363140994783023232,2662048548580896011,262144 --variations-seed-version --pseudonymization-salt-handle=2584,i,16317294031186864908,840205868831341560,4 --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=3780 /prefetch:14",,1481,0,
,2026-04-20 18:25:52.150642+00:00,DESKTOP-A3EGFSV$,4695,,,,1482,0,
,2026-04-20 18:25:52.151323+00:00,pizza,4695,,,,1483,0,
,2026-04-20 18:25:52.190290+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\147.0.3912.72\elevation_service.exe,1484,0,
