TargetUserName,Timestamp,SubjectUserName,EventID,ParentProcessName,CommandLine,ProcessName,RowID,Suspicion_Score,summary
Users,2026-04-20 18:24:46.271990+00:00,pizza,4732,,,,1400,0,
,2026-04-20 18:24:46.277084+00:00,pizza,4689,,,C:\Windows\System32\net1.exe,1401,3,net1.exe usage
,2026-04-20 18:24:46.278978+00:00,pizza,4689,,,C:\Windows\System32\net.exe,1402,3,net.exe usage
-,2026-04-20 18:24:46.314878+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" user system2 a /add",,1403,9,User addition command
-,2026-04-20 18:24:46.325653+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 user system2 a /add,,1404,9,User addition command
,2026-04-20 18:24:46.337519+00:00,pizza,4728,,,,1405,0,
system2,2026-04-20 18:24:46.338013+00:00,pizza,4720,,,,1406,6,New user creation
system2,2026-04-20 18:24:46.360167+00:00,pizza,4722,,,,1407,6,User account enabled
system2,2026-04-20 18:24:46.360247+00:00,pizza,4738,,,,1408,6,User account modified
system2,2026-04-20 18:24:46.360268+00:00,pizza,4724,,,,1409,6,Password reset attempt
Users,2026-04-20 18:24:46.363447+00:00,pizza,4732,,,,1410,0,
,2026-04-20 18:24:46.366940+00:00,pizza,4689,,,C:\Windows\System32\net1.exe,1411,3,net1.exe usage
,2026-04-20 18:24:46.368401+00:00,pizza,4689,,,C:\Windows\System32\net.exe,1412,3,net.exe usage
,2026-04-20 18:24:49.900709+00:00,pizza,4689,,,C:\Windows\System32\RuntimeBroker.exe,1413,3,RuntimeBroker.exe usage
-,2026-04-20 18:24:54.041067+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" localgroup administrators global /add",,1414,9,Admin group modification
-,2026-04-20 18:24:54.048382+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 localgroup administrators global /add,,1415,9,Admin group modification
Administrators,2026-04-20 18:24:54.059294+00:00,pizza,4732,,,,1416,6,Admin group addition
,2026-04-20 18:24:54.063454+00:00,pizza,4689,,,C:\Windows\System32\net1.exe,1417,3,net1.exe usage
,2026-04-20 18:24:54.065470+00:00,pizza,4689,,,C:\Windows\System32\net.exe,1418,3,net.exe usage
-,2026-04-20 18:24:54.095055+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" localgroup administrators system2 /add",,1419,9,Admin group modification
-,2026-04-20 18:24:54.106035+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 localgroup administrators system2 /add,,1420,9,Admin group modification
Administrators,2026-04-20 18:24:54.118803+00:00,pizza,4732,,,,1421,6,Admin group addition
,2026-04-20 18:24:54.124117+00:00,pizza,4689,,,C:\Windows\System32\net1.exe,1422,3,net1.exe usage
,2026-04-20 18:24:54.125538+00:00,pizza,4689,,,C:\Windows\System32\net.exe,1423,3,net.exe usage
-,2026-04-20 18:25:04.886213+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" user global b",,1424,9,User addition command
-,2026-04-20 18:25:04.897194+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 user global b,,1425,9,User addition command
global,2026-04-20 18:25:04.908257+00:00,pizza,4798,,,,1426,6,User account monitored
global,2026-04-20 18:25:04.931231+00:00,pizza,4738,,,,1427,6,User account modified
global,2026-04-20 18:25:04.931246+00:00,pizza,4724,,,,1428,6,Password reset attempt
,2026-04-20 18:25:04.937056+00:00,pizza,4689,,,C:\Windows\System32\net1.exe,1429,3,net1.exe usage
,2026-04-20 18:25:04.938833+00:00,pizza,4689,,,C:\Windows\System32\net.exe,1430,3,net.exe usage
,2026-04-20 18:25:09.444571+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\svchost.exe,1431,3,svchost.exe usage
-,2026-04-20 18:25:10.062407+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" user global /active:no",,1432,9,User deactivation command
-,2026-04-20 18:25:10.072224+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 user global /active:no,,1433,9,User deactivation command
global,2026-04-20 18:25:10.086226+00:00,pizza,4798,,,,1434,6,User account monitored
global,2026-04-20 18:25:10.086893+00:00,pizza,4725,,,,1435,6,User account disabled
global,2026-04-20 18:25:10.087008+00:00,pizza,4738,,,,1436,6,User account modified
,2026-04-20 18:25:10.091476+00:00,pizza,4689,,,C:\Windows\System32\net1.exe,1437,3,net1.exe usage
,2026-04-20 18:25:10.092850+00:00,pizza,4689,,,C:\Windows\System32\net.exe,1438,3,net.exe usage
-,2026-04-20 18:25:10.122089+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" user global /active:yes",,1439,9,User reactivation command
-,2026-04-20 18:25:10.132137+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 user global /active:yes,,1440,9,User reactivation command
global,2026-04-20 18:25:10.146725+00:00,pizza,4798,,,,1441,6,User account monitored
global,2026-04-20 18:25:10.147337+00:00,pizza,4722,,,,1442,6,User account enabled
global,2026-04-20 18:25:10.147392+00:00,pizza,4738,,,,1443,6,User account modified
,2026-04-20 18:25:10.150293+00:00,pizza,4689,,,C:\Windows\System32\net1.exe,1444,3,net1.exe usage
,2026-04-20 18:25:10.152727+00:00,pizza,4689,,,C:\Windows\System32\net.exe,1445,3,net.exe usage
,2026-04-20 18:25:10.513113+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\UUS\Packages\Preview\amd64\MoUsoCoreWorker.exe,1446,3,MoUsoCoreWorker.exe usage
-,2026-04-20 18:25:15.026642+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\schtasks.exe"" /create /tn Updater /tr cmd.exe /sc onlogon /ru SYSTEM",,1447,9,Scheduled task creation
,2026-04-20 18:25:15.063309+00:00,pizza,4689,,,C:\Windows\System32\schtasks.exe,1448,3,schtasks.exe usage
-,2026-04-20 18:25:15.078844+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\schtasks.exe"" /delete /tn Updater /f",,1449,9,Scheduled task deletion
,2026-04-20 18:25:15.099943+00:00,pizza,4689,,,C:\Windows\System32\schtasks.exe,1450,3,schtasks.exe usage
-,2026-04-20 18:25:15.134995+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" user system /delete",,1451,9,User deletion command
-,2026-04-20 18:25:15.145718+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 user system /delete,,1452,9,User deletion command
,2026-04-20 18:25:15.160280+00:00,pizza,4689,,,C:\Windows\System32\net1.exe,1453,3,net1.exe usage
