TargetUserName,Timestamp,SubjectUserName,EventID,ParentProcessName,CommandLine,ProcessName,RowID,Suspicion_Score,summary
-,2026-04-20 18:08:09.071749+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s TokenBroker,,350,3,Standard service start
,2026-04-20 18:08:09.427073+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\slui.exe,351,2,Normal software operation
,2026-04-20 18:08:09.452169+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\wermgr.exe,352,2,Normal error reporting process
SYSTEM,2026-04-20 18:08:09.866846+00:00,DESKTOP-A3EGFSV$,4624,,,C:\Windows\System32\services.exe,353,2,System account activity
,2026-04-20 18:08:09.866850+00:00,SYSTEM,4672,,,,354,2,System privilege granted
-,2026-04-20 18:08:09.867914+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s NgcSvc,,355,3,Standard service start
LOCAL SERVICE,2026-04-20 18:08:10.459240+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,"""C:\Program Files\Windows Defender\NisSrv.exe""",,356,3,Windows Defender operation
-,2026-04-20 18:08:10.769129+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\SecEdit.exe"" /export /cfg C:\WINDOWS\TEMP\secpol.cfg",,357,8,Suspicious PowerShell usage
,2026-04-20 18:08:10.901724+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\SecEdit.exe,358,2,Normal SecEdit operation
,2026-04-20 18:08:12.178185+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,359,2,Normal PowerShell operation
,2026-04-20 18:08:12.180216+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,360,2,Normal console host operation
-,2026-04-20 18:08:12.187626+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MaximumPasswordAge""; Remove-Item $env:TEMP\secpol.cfg",,361,10,Suspicious PowerShell script
-,2026-04-20 18:08:12.199211+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,,362,8,Suspicious PowerShell usage
Administrator,2026-04-20 18:08:13.127405+00:00,DESKTOP-A3EGFSV$,4798,,,,363,2,User account monitored
DefaultAccount,2026-04-20 18:08:13.128242+00:00,DESKTOP-A3EGFSV$,4798,,,,364,2,User account monitored
Guest,2026-04-20 18:08:13.128904+00:00,DESKTOP-A3EGFSV$,4798,,,,365,2,User account monitored
pizza,2026-04-20 18:08:13.129778+00:00,DESKTOP-A3EGFSV$,4798,,,,366,2,User account monitored
WDAGUtilityAccount,2026-04-20 18:08:13.130489+00:00,DESKTOP-A3EGFSV$,4798,,,,367,2,User account monitored
WDAGUtilityAccount,2026-04-20 18:08:13.131016+00:00,DESKTOP-A3EGFSV$,4798,,,,368,2,User account monitored
Administrator,2026-04-20 18:08:13.132992+00:00,DESKTOP-A3EGFSV$,4798,,,,369,2,User account monitored
DefaultAccount,2026-04-20 18:08:13.133272+00:00,DESKTOP-A3EGFSV$,4798,,,,370,2,User account monitored
Guest,2026-04-20 18:08:13.133530+00:00,DESKTOP-A3EGFSV$,4798,,,,371,2,User account monitored
pizza,2026-04-20 18:08:13.133877+00:00,DESKTOP-A3EGFSV$,4798,,,,372,2,User account monitored
WDAGUtilityAccount,2026-04-20 18:08:13.134155+00:00,DESKTOP-A3EGFSV$,4798,,,,373,2,User account monitored
-,2026-04-20 18:08:13.287792+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\SecEdit.exe"" /export /cfg C:\WINDOWS\TEMP\secpol.cfg",,374,8,Suspicious PowerShell usage
,2026-04-20 18:08:13.378584+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\SecEdit.exe,375,2,Normal SecEdit operation
,2026-04-20 18:08:14.305332+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,376,2,Normal PowerShell operation
-,2026-04-20 18:08:14.314281+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MaximumPasswordAge""; Remove-Item $env:TEMP\secpol.cfg",,377,10,Suspicious PowerShell script
,2026-04-20 18:08:14.316587+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,378,2,Normal console host operation
-,2026-04-20 18:08:14.323734+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,,379,8,Suspicious PowerShell usage
,2026-04-20 18:08:14.354939+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\taskhostw.exe,380,2,Normal task host operation
-,2026-04-20 18:08:14.992548+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\SecEdit.exe"" /export /cfg C:\WINDOWS\TEMP\secpol.cfg",,381,8,Suspicious PowerShell usage
,2026-04-20 18:08:15.059793+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\SecEdit.exe,382,2,Normal SecEdit operation
,2026-04-20 18:08:15.495314+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,383,2,Normal PowerShell operation
,2026-04-20 18:08:15.497183+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,384,2,Normal console host operation
-,2026-04-20 18:08:15.502787+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MinimumPasswordAge""; Remove-Item $env:TEMP\secpol.cfg",,385,10,Suspicious PowerShell script
-,2026-04-20 18:08:15.512751+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,,386,8,Suspicious PowerShell usage
-,2026-04-20 18:08:16.156025+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\SecEdit.exe"" /export /cfg C:\WINDOWS\TEMP\secpol.cfg",,387,8,Suspicious PowerShell usage
,2026-04-20 18:08:16.220486+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\SecEdit.exe,388,2,Normal SecEdit operation
,2026-04-20 18:08:16.644375+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,389,2,Normal PowerShell operation
,2026-04-20 18:08:16.646273+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,390,2,Normal console host operation
-,2026-04-20 18:08:16.652168+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""MinimumPasswordLength""; Remove-Item $env:TEMP\secpol.cfg",,391,10,Suspicious PowerShell script
-,2026-04-20 18:08:16.661633+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,,392,8,Suspicious PowerShell usage
-,2026-04-20 18:08:17.275103+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\SecEdit.exe"" /export /cfg C:\WINDOWS\TEMP\secpol.cfg",,393,8,Suspicious PowerShell usage
,2026-04-20 18:08:17.339256+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\SecEdit.exe,394,2,Normal SecEdit operation
,2026-04-20 18:08:17.782513+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,395,2,Normal PowerShell operation
,2026-04-20 18:08:17.784403+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,396,2,Normal console host operation
-,2026-04-20 18:08:17.790112+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell secedit /export /cfg $env:TEMP\secpol.cfg; Get-Content $env:TEMP\secpol.cfg | Select-String ""LockoutDuration""; Remove-Item $env:TEMP\secpol.cfg",,397,10,Suspicious PowerShell script
-,2026-04-20 18:08:17.801901+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,,398,8,Suspicious PowerShell usage
