ProcessName,EventID,Timestamp,SubjectUserName,TargetUserName,ParentProcessName,CommandLine,RowID,Suspicion_Score,summary
,4688,2026-04-18 16:59:57.561752+00:00,-,-,,,1,1,Process creation event with missing critical data
,4696,2026-04-18 16:59:57.561880+00:00,-,-,,,2,1,Credential manager event with missing process details
,4826,2026-04-18 16:59:57.561886+00:00,-,,,,3,1,Clipboard event with missing process information
,4688,2026-04-18 16:59:57.573570+00:00,-,-,,,4,1,Process creation event with missing critical data
,4688,2026-04-18 16:59:58.512703+00:00,-,-,C:\Windows\System32\smss.exe,,5,1,Process creation from smss.exe with missing details
,4688,2026-04-18 16:59:58.927219+00:00,-,-,C:\Windows\System32\smss.exe,,6,1,Process creation from smss.exe with missing details
,4688,2026-04-18 16:59:59.044552+00:00,-,-,C:\Windows\System32\smss.exe,,7,1,Process creation from smss.exe with missing details
,4688,2026-04-18 16:59:59.164501+00:00,-,-,C:\Windows\System32\smss.exe,,8,1,Process creation from smss.exe with missing details
,4688,2026-04-18 16:59:59.170769+00:00,-,-,C:\Windows\System32\smss.exe,,9,1,Process creation from smss.exe with missing details
,4688,2026-04-18 16:59:59.176004+00:00,-,-,C:\Windows\System32\smss.exe,,10,1,Process creation from smss.exe with missing details
,4688,2026-04-18 16:59:59.201494+00:00,-,-,C:\Windows\System32\smss.exe,,11,1,Process creation from smss.exe with missing details
,4688,2026-04-18 16:59:59.362688+00:00,-,-,C:\Windows\System32\wininit.exe,,12,1,Process creation from wininit.exe with missing details
,4688,2026-04-18 16:59:59.421465+00:00,-,-,C:\Windows\System32\wininit.exe,,13,1,Process creation from wininit.exe with missing details
C:\Windows\System32\lsass.exe,6417,2026-04-18 16:59:59.525982+00:00,,,,,14,0,LSASS credential guard event normal startup
,4608,2026-04-18 16:59:59.529968+00:00,,,,,15,0,System audit initialization normal startup
,4624,2026-04-18 16:59:59.538771+00:00,-,SYSTEM,,,16,0,SYSTEM logon normal startup sequence
,4627,2026-04-18 16:59:59.538786+00:00,ANONYMOUS LOGON,SYSTEM,,,17,3,Anonymous logon to SYSTEM account detected
,4902,2026-04-18 16:59:59.774725+00:00,,,,,18,0,Policy change event normal startup
C:\Windows\System32\wininit.exe,4648,2026-04-18 16:59:59.870916+00:00,DESKTOP-7CV8A7M$,UMFD-0,,,19,0,Explicit credential use normal startup
C:\Windows\System32\wininit.exe,4624,2026-04-18 16:59:59.870939+00:00,DESKTOP-7CV8A7M$,UMFD-0,,,20,0,UMFD session logon normal startup
,4627,2026-04-18 16:59:59.870966+00:00,DESKTOP-7CV8A7M$,UMFD-0,,,21,0,Credential use normal startup sequence
C:\Windows\System32\winlogon.exe,4648,2026-04-18 16:59:59.873075+00:00,DESKTOP-7CV8A7M$,UMFD-1,,,22,0,Explicit credential use normal startup
C:\Windows\System32\winlogon.exe,4624,2026-04-18 16:59:59.873085+00:00,DESKTOP-7CV8A7M$,UMFD-1,,,23,0,UMFD session logon normal startup
,4627,2026-04-18 16:59:59.873095+00:00,DESKTOP-7CV8A7M$,UMFD-1,,,24,0,Credential use normal startup sequence
C:\Windows\System32\services.exe,4624,2026-04-18 16:59:59.892378+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,25,0,SYSTEM logon normal startup sequence
