ProcessName,EventID,Timestamp,SubjectUserName,TargetUserName,ParentProcessName,CommandLine,RowID,Suspicion_Score,summary
,4627,2026-04-18 17:52:30.824799+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,2520,1,Normal SYSTEM privilege assignment event
,4672,2026-04-18 17:52:30.824808+00:00,SYSTEM,,,,2521,1,Normal special privileges assignment
,4688,2026-04-18 17:52:30.827053+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MsMpEng.exe""",2522,1,Windows Defender engine process creation
C:\Program Files\Windows Defender\MsMpEng.exe,4689,2026-04-18 17:52:30.838207+00:00,DESKTOP-7CV8A7M$,,,,2523,1,Windows Defender process termination
C:\Program Files\Windows Defender\MpCmdRun.exe,4689,2026-04-18 17:52:31.308174+00:00,DESKTOP-7CV8A7M$,,,,2524,1,Windows Defender command utility termination
C:\Windows\System32\conhost.exe,4689,2026-04-18 17:52:31.557568+00:00,DESKTOP-7CV8A7M$,,,,2525,1,Console host process termination
C:\Windows\System32\backgroundTaskHost.exe,4689,2026-04-18 17:52:32.030315+00:00,pizza,,,,2526,1,Background task host process termination
,4688,2026-04-18 17:52:33.751705+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,C:\Windows\System32\oobe\UserOOBEBroker.exe -Embedding,2527,2,User OOBE broker process creation
C:\Windows\System32\services.exe,4624,2026-04-18 17:52:34.017702+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,2528,1,Normal SYSTEM privilege logon event
,4627,2026-04-18 17:52:34.017715+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,2529,1,Normal SYSTEM privilege assignment event
,4672,2026-04-18 17:52:34.017725+00:00,SYSTEM,,,,2530,1,Normal special privileges assignment
,4688,2026-04-18 17:52:34.019453+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k GPSvcGroup,2531,1,Group Policy service host creation
,4688,2026-04-18 17:52:34.998388+00:00,DESKTOP-7CV8A7M$,-,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MsMpEng.exe,"C:\WINDOWS\system32\wevtutil.exe uninstall-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Microsoft-Antimalware-AMFilter.man""",2532,3,Defender uninstalling event log manifest
,4688,2026-04-18 17:52:36.948776+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,2533,2,Console host spawned from wevtutil
C:\Windows\System32\wevtutil.exe,4689,2026-04-18 17:52:41.857466+00:00,DESKTOP-7CV8A7M$,,,,2534,2,Event log utility process termination
,4688,2026-04-18 17:52:41.873041+00:00,DESKTOP-7CV8A7M$,-,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MsMpEng.exe,"C:\WINDOWS\system32\wevtutil.exe install-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Microsoft-Antimalware-AMFilter.man"" ""/resourceFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Drivers\WdFilter.sys"" ""/messageFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Drivers\WdFilter.sys"" ""/parameterFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Drivers\WdFilter.sys""",2535,3,Defender installing event log manifest
C:\Windows\System32\conhost.exe,4689,2026-04-18 17:52:41.885317+00:00,DESKTOP-7CV8A7M$,,,,2536,2,Console host process termination
,4688,2026-04-18 17:52:41.919662+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,2537,2,Console host spawned from wevtutil
C:\Windows\System32\wevtutil.exe,4689,2026-04-18 17:52:42.094172+00:00,DESKTOP-7CV8A7M$,,,,2538,2,Event log utility process termination
C:\Windows\System32\conhost.exe,4689,2026-04-18 17:52:42.120602+00:00,DESKTOP-7CV8A7M$,,,,2539,2,Console host process termination
,4688,2026-04-18 17:52:42.154470+00:00,DESKTOP-7CV8A7M$,-,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MsMpEng.exe,"C:\WINDOWS\system32\wevtutil.exe uninstall-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Microsoft-Windows-Windows Defender.man""",2540,3,Defender uninstalling event log manifest
,4688,2026-04-18 17:52:42.165701+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,2541,2,Console host spawned from wevtutil
,4688,2026-04-18 17:52:43.435461+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k DevicesFlow -s DevicesFlowUserSvc,2542,2,Device flow service host creation
,4688,2026-04-18 17:52:43.564110+00:00,DESKTOP-7CV8A7M$,LOCAL SERVICE,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k LocalService -p -s bthserv,2543,1,Bluetooth service host creation
C:\Windows\System32\wevtutil.exe,4689,2026-04-18 17:52:43.753485+00:00,DESKTOP-7CV8A7M$,,,,2544,2,Event log utility process termination
,4688,2026-04-18 17:52:44.033424+00:00,DESKTOP-7CV8A7M$,-,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MsMpEng.exe,"C:\WINDOWS\system32\wevtutil.exe install-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Microsoft-Windows-Windows Defender.man"" ""/resourceFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MpEvMsg.dll"" ""/messageFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MpEvMsg.dll"" ""/parameterFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MpEvMsg.dll""",2545,3,Defender installing event log manifest
,4688,2026-04-18 17:52:44.142199+00:00,DESKTOP-7CV8A7M$,pizza,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:App.AppXmtcan0h2tfbfy7k9kn8hbxb6dmzz1zh0.mca",2546,2,Background task host process creation
,4688,2026-04-18 17:52:44.206333+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,2547,2,Console host spawned from wevtutil
C:\Windows\System32\conhost.exe,4689,2026-04-18 17:52:44.234337+00:00,DESKTOP-7CV8A7M$,,,,2548,2,Console host process termination
C:\Windows\System32\wevtutil.exe,4689,2026-04-18 17:52:46.888664+00:00,DESKTOP-7CV8A7M$,,,,2549,2,Event log utility process termination
,4688,2026-04-18 17:52:47.000360+00:00,LOCAL SERVICE,-,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\AUDIODG.EXE 0x000000000000044C 0x0000000000000448,2550,1,Audio device graph isolator process
C:\Windows\System32\conhost.exe,4689,2026-04-18 17:52:47.143929+00:00,DESKTOP-7CV8A7M$,,,,2551,2,Console host process termination
,4688,2026-04-18 17:52:48.263296+00:00,DESKTOP-7CV8A7M$,-,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MsMpEng.exe,"C:\WINDOWS\system32\wevtutil.exe uninstall-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Microsoft-Antimalware-Service.man""",2552,3,Defender uninstalling event log manifest
,4688,2026-04-18 17:52:49.532036+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,2553,2,Console host spawned from wevtutil
C:\Windows\System32\wevtutil.exe,4689,2026-04-18 17:52:50.014557+00:00,DESKTOP-7CV8A7M$,,,,2554,2,Event log utility process termination
,4688,2026-04-18 17:52:50.018484+00:00,DESKTOP-7CV8A7M$,-,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MsMpEng.exe,"C:\WINDOWS\system32\wevtutil.exe install-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Microsoft-Antimalware-Service.man"" ""/resourceFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MpSvc.dll"" ""/messageFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MpSvc.dll"" ""/parameterFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MpSvc.dll""",2555,3,Defender installing event log manifest
