ProcessName,EventID,Timestamp,SubjectUserName,TargetUserName,ParentProcessName,CommandLine,RowID,Suspicion_Score,summary
C:\Windows\System32\services.exe,4624,2026-04-18 18:09:24.555593+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3080,0,
,4627,2026-04-18 18:09:24.555605+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3081,0,
,4672,2026-04-18 18:09:24.555614+00:00,SYSTEM,,,,3082,0,
,4688,2026-04-18 18:09:24.557457+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\System32\svchost.exe -k NetSvcs -p -s iphlpsvc,3083,0,
C:\Windows\System32\services.exe,4624,2026-04-18 18:09:24.605505+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3084,0,
,4627,2026-04-18 18:09:24.605518+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3085,0,
,4672,2026-04-18 18:09:24.605528+00:00,SYSTEM,,,,3086,0,
,4688,2026-04-18 18:09:24.667212+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MpDefenderCoreService.exe""",3087,0,
C:\Windows\System32\services.exe,4624,2026-04-18 18:09:24.674829+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3088,0,
,4627,2026-04-18 18:09:24.674837+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3089,0,
,4672,2026-04-18 18:09:24.674847+00:00,SYSTEM,,,,3090,0,
,4688,2026-04-18 18:09:24.676033+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s LanmanServer,3091,0,
C:\Windows\System32\services.exe,4624,2026-04-18 18:09:24.739473+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3092,0,
,4627,2026-04-18 18:09:24.739483+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3093,0,
,4672,2026-04-18 18:09:24.739491+00:00,SYSTEM,,,,3094,0,
,4688,2026-04-18 18:09:24.746883+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TrkWks,3095,0,
C:\Windows\System32\services.exe,4624,2026-04-18 18:09:24.752047+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3096,0,
,4627,2026-04-18 18:09:24.752056+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3097,0,
,4672,2026-04-18 18:09:24.752066+00:00,SYSTEM,,,,3098,0,
C:\Windows\System32\services.exe,4624,2026-04-18 18:09:24.810493+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3099,0,
,4627,2026-04-18 18:09:24.810501+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3100,0,
,4672,2026-04-18 18:09:24.810511+00:00,SYSTEM,,,,3101,0,
,4688,2026-04-18 18:09:24.811958+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Winmgmt,3102,0,
C:\Windows\System32\services.exe,4624,2026-04-18 18:09:24.873514+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3103,0,
,4627,2026-04-18 18:09:24.873529+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,3104,0,
,4672,2026-04-18 18:09:24.873922+00:00,SYSTEM,,,,3105,0,
,4688,2026-04-18 18:09:24.914499+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,"""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MsMpEng.exe""",3106,0,
,4688,2026-04-18 18:09:24.915607+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,"""C:\Program Files (x86)\ossec-agent\wazuh-agent.exe""",3107,0,
,4688,2026-04-18 18:09:24.959972+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s WpnService,3108,0,
,4688,2026-04-18 18:09:26.279978+00:00,DESKTOP-7CV8A7M$,-,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MsMpEng.exe,"C:\WINDOWS\system32\wevtutil.exe uninstall-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Microsoft-Antimalware-AMFilter.man""",3109,12,Uninstalling security manifest
,4688,2026-04-18 18:09:26.349121+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3110,0,
C:\Windows\System32\wevtutil.exe,4689,2026-04-18 18:09:26.772343+00:00,DESKTOP-7CV8A7M$,,,,3111,0,
,4688,2026-04-18 18:09:26.797789+00:00,DESKTOP-7CV8A7M$,-,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MsMpEng.exe,"C:\WINDOWS\system32\wevtutil.exe install-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Microsoft-Antimalware-AMFilter.man"" ""/resourceFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Drivers\WdFilter.sys"" ""/messageFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Drivers\WdFilter.sys"" ""/parameterFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Drivers\WdFilter.sys""",3112,0,
,4688,2026-04-18 18:09:26.831430+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3113,0,
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:26.847511+00:00,DESKTOP-7CV8A7M$,,,,3114,0,
,4688,2026-04-18 18:09:27.006786+00:00,DESKTOP-7CV8A7M$,DESKTOP-7CV8A7M$,C:\Windows\System32\svchost.exe,taskhostw.exe network,3115,0,
C:\Windows\System32\wevtutil.exe,4689,2026-04-18 18:09:27.027725+00:00,DESKTOP-7CV8A7M$,,,,3116,0,
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:27.076067+00:00,DESKTOP-7CV8A7M$,,,,3117,0,
,4688,2026-04-18 18:09:27.085909+00:00,DESKTOP-7CV8A7M$,-,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MsMpEng.exe,"C:\WINDOWS\system32\wevtutil.exe uninstall-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Microsoft-Windows-Windows Defender.man""",3118,12,Uninstalling security manifest
,4688,2026-04-18 18:09:27.262735+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3119,0,
C:\Windows\System32\wevtutil.exe,4689,2026-04-18 18:09:27.613554+00:00,DESKTOP-7CV8A7M$,,,,3120,0,
,4688,2026-04-18 18:09:27.660898+00:00,DESKTOP-7CV8A7M$,-,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MsMpEng.exe,"C:\WINDOWS\system32\wevtutil.exe install-manifest ""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\Microsoft-Windows-Windows Defender.man"" ""/resourceFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MpEvMsg.dll"" ""/messageFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MpEvMsg.dll"" ""/parameterFilePath:C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.26030.3011-0\MpEvMsg.dll""",3121,0,
,4688,2026-04-18 18:09:27.690147+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\wevtutil.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3122,0,
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:27.704643+00:00,DESKTOP-7CV8A7M$,,,,3123,0,
