ProcessName,EventID,Timestamp,SubjectUserName,TargetUserName,ParentProcessName,CommandLine,RowID,Suspicion_Score,summary
C:\Windows\System32\conhost.exe,4689,2026-04-18 17:41:50.527126+00:00,DESKTOP-7CV8A7M$,,,,1750,0,
,4688,2026-04-18 17:41:50.531923+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\auditpol.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,1751,6,Forced conhost execution
C:\Windows\SysWOW64\auditpol.exe,4689,2026-04-18 17:41:50.560068+00:00,DESKTOP-7CV8A7M$,,,,1752,0,
,4688,2026-04-18 17:41:50.562508+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""Security State Change""",1753,3,Auditpol command execution
C:\Windows\System32\conhost.exe,4689,2026-04-18 17:41:50.562840+00:00,DESKTOP-7CV8A7M$,,,,1754,0,
,4688,2026-04-18 17:41:50.571751+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\auditpol.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,1755,6,Forced conhost execution
C:\Windows\SysWOW64\auditpol.exe,4689,2026-04-18 17:41:50.599352+00:00,DESKTOP-7CV8A7M$,,,,1756,0,
,4688,2026-04-18 17:41:50.601843+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""Security System Extension""",1757,3,Auditpol command execution
C:\Windows\System32\conhost.exe,4689,2026-04-18 17:41:50.605259+00:00,DESKTOP-7CV8A7M$,,,,1758,0,
,4688,2026-04-18 17:41:50.611479+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\auditpol.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,1759,6,Forced conhost execution
C:\Windows\SysWOW64\auditpol.exe,4689,2026-04-18 17:41:50.637451+00:00,DESKTOP-7CV8A7M$,,,,1760,0,
,4688,2026-04-18 17:41:50.639656+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""System Integrity""",1761,3,Auditpol command execution
C:\Windows\System32\conhost.exe,4689,2026-04-18 17:41:50.641735+00:00,DESKTOP-7CV8A7M$,,,,1762,0,
,4688,2026-04-18 17:41:50.645979+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\auditpol.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,1763,6,Forced conhost execution
C:\Windows\SysWOW64\auditpol.exe,4689,2026-04-18 17:41:50.672516+00:00,DESKTOP-7CV8A7M$,,,,1764,0,
C:\Windows\System32\conhost.exe,4689,2026-04-18 17:41:50.693113+00:00,DESKTOP-7CV8A7M$,,,,1765,0,
C:\Windows\System32\SppExtComObj.Exe,4689,2026-04-18 17:42:02.178524+00:00,DESKTOP-7CV8A7M$,,,,1766,0,
C:\Windows\System32\sppsvc.exe,4689,2026-04-18 17:42:02.183615+00:00,DESKTOP-7CV8A7M$,,,,1767,0,
C:\Windows\System32\services.exe,4624,2026-04-18 17:42:04.167179+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,1768,0,
,4627,2026-04-18 17:42:04.167212+00:00,DESKTOP-7CV8A7M$,SYSTEM,,,1769,0,
,4672,2026-04-18 17:42:04.167280+00:00,SYSTEM,,,,1770,0,
,4688,2026-04-18 17:42:04.168655+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\services.exe,C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s BDESVC,1771,3,Command line execution
,4688,2026-04-18 17:42:14.515490+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\dxgiadaptercache.exe""",1772,3,Command line execution
C:\Windows\System32\dxgiadaptercache.exe,4689,2026-04-18 17:42:14.557098+00:00,DESKTOP-7CV8A7M$,,,,1773,0,
,4688,2026-04-18 17:42:15.183130+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\System32\svchost.exe,/QuitInfo:00000000000002E0;00000000000002E4; ,1774,3,Command line execution
,5058,2026-04-18 17:42:19.001652+00:00,LOCAL SERVICE,,,,1775,0,
,5061,2026-04-18 17:42:19.002544+00:00,LOCAL SERVICE,,,,1776,0,
,5059,2026-04-18 17:42:19.002741+00:00,LOCAL SERVICE,,,,1777,0,
,5059,2026-04-18 17:42:19.009066+00:00,LOCAL SERVICE,,,,1778,0,
,4738,2026-04-18 17:42:19.037245+00:00,DESKTOP-7CV8A7M$,pizza,,,1779,3,User account modification
C:\Windows\System32\svchost.exe,4648,2026-04-18 17:42:19.048168+00:00,DESKTOP-7CV8A7M$,pizzahuthacker@gmail.com,,,1780,12,Suspicious email as username
C:\Windows\System32\svchost.exe,4624,2026-04-18 17:42:19.048191+00:00,DESKTOP-7CV8A7M$,pizzahuthacker@gmail.com,,,1781,12,Suspicious email as username
,4627,2026-04-18 17:42:19.048208+00:00,DESKTOP-7CV8A7M$,pizzahuthacker@gmail.com,,,1782,12,Suspicious email as username
C:\Windows\System32\svchost.exe,4624,2026-04-18 17:42:19.048244+00:00,DESKTOP-7CV8A7M$,pizzahuthacker@gmail.com,,,1783,12,Suspicious email as username
,4627,2026-04-18 17:42:19.048254+00:00,DESKTOP-7CV8A7M$,pizzahuthacker@gmail.com,,,1784,12,Suspicious email as username
,4672,2026-04-18 17:42:19.048290+00:00,pizzahuthacker@gmail.com,,,,1785,12,Suspicious email as username
,5059,2026-04-18 17:42:19.057043+00:00,LOCAL SERVICE,,,,1786,0,
,5059,2026-04-18 17:42:19.104170+00:00,LOCAL SERVICE,,,,1787,0,
,4738,2026-04-18 17:42:19.156815+00:00,DESKTOP-7CV8A7M$,pizza,,,1788,3,User account modification
