ProcessName,EventID,Timestamp,SubjectUserName,TargetUserName,ParentProcessName,CommandLine,RowID
C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,4689,2026-04-18 18:09:57.545368+00:00,DESKTOP-7CV8A7M$,,,,3290
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:57.553932+00:00,DESKTOP-7CV8A7M$,,,,3291
,4688,2026-04-18 18:09:57.555365+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,net user,3292
,4688,2026-04-18 18:09:57.565779+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\net.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3293
,4688,2026-04-18 18:09:57.605423+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\net.exe,C:\WINDOWS\system32\net1 user,3294
C:\Windows\SysWOW64\net1.exe,4689,2026-04-18 18:09:57.632095+00:00,DESKTOP-7CV8A7M$,,,,3295
C:\Windows\SysWOW64\net.exe,4689,2026-04-18 18:09:57.633411+00:00,DESKTOP-7CV8A7M$,,,,3296
,4688,2026-04-18 18:09:57.635189+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,net user,3297
,4688,2026-04-18 18:09:57.641047+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\net.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3298
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:57.652660+00:00,DESKTOP-7CV8A7M$,,,,3299
,4688,2026-04-18 18:09:57.673714+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\net.exe,C:\WINDOWS\system32\net1 user,3300
C:\Windows\SysWOW64\net1.exe,4689,2026-04-18 18:09:57.690126+00:00,DESKTOP-7CV8A7M$,,,,3301
C:\Windows\SysWOW64\net.exe,4689,2026-04-18 18:09:57.691143+00:00,DESKTOP-7CV8A7M$,,,,3302
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:57.696142+00:00,DESKTOP-7CV8A7M$,,,,3303
,4688,2026-04-18 18:09:57.700136+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,reg query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\system /v legalnoticetext,3304
,4688,2026-04-18 18:09:57.710045+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\reg.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3305
C:\Windows\SysWOW64\reg.exe,4689,2026-04-18 18:09:57.738688+00:00,DESKTOP-7CV8A7M$,,,,3306
,4688,2026-04-18 18:09:57.740906+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,reg query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\system /v legalnoticecaption,3307
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:57.746086+00:00,DESKTOP-7CV8A7M$,,,,3308
,4688,2026-04-18 18:09:57.750898+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\reg.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3309
C:\Windows\SysWOW64\reg.exe,4689,2026-04-18 18:09:57.774260+00:00,DESKTOP-7CV8A7M$,,,,3310
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:57.790703+00:00,DESKTOP-7CV8A7M$,,,,3311
,4688,2026-04-18 18:09:57.793957+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""Credential Validation""",3312
,4688,2026-04-18 18:09:57.801226+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\auditpol.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3313
C:\Windows\SysWOW64\auditpol.exe,4689,2026-04-18 18:09:57.842106+00:00,DESKTOP-7CV8A7M$,,,,3314
,4688,2026-04-18 18:09:57.844528+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""Application Group Management""",3315
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:57.846714+00:00,DESKTOP-7CV8A7M$,,,,3316
,4688,2026-04-18 18:09:57.851110+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\auditpol.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3317
C:\Windows\SysWOW64\auditpol.exe,4689,2026-04-18 18:09:57.878922+00:00,DESKTOP-7CV8A7M$,,,,3318
,4688,2026-04-18 18:09:57.881130+00:00,DESKTOP-7CV8A7M$,-,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""Security Group Management""",3319
C:\Windows\System32\conhost.exe,4689,2026-04-18 18:09:57.883257+00:00,DESKTOP-7CV8A7M$,,,,3320
,4688,2026-04-18 18:09:57.888252+00:00,DESKTOP-7CV8A7M$,-,C:\Windows\SysWOW64\auditpol.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,3321
