TargetUserName,Timestamp,SubjectUserName,EventID,ParentProcessName,CommandLine,ProcessName,RowID,Suspicion_Score,summary
pizza,2026-04-20 18:17:01.028503+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},,910,2,Normal DllHost process from svchost parent
-,2026-04-20 18:17:01.109781+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,consent.exe 1040 604 0000012C8815AC30,,911,2,Normal consent.exe UAC elevation process
-,2026-04-20 18:17:01.250153+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,/QuitInfo:00000000000002E4;0000000000000340; ,,912,1,Normal system quit information parameter
,2026-04-20 18:17:02.966311+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,913,1,Normal Edge browser process termination
,2026-04-20 18:17:02.980034+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,914,1,Normal Edge browser process termination
,2026-04-20 18:17:03.136251+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\consent.exe,915,1,Normal consent.exe process termination
pizza,2026-04-20 18:17:03.146364+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\explorer.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" ",,916,7,"PowerShell launched from explorer, potential script execution"
-,2026-04-20 18:17:03.466879+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,,917,3,"Conhost spawned from PowerShell, normal console host"
,2026-04-20 18:17:06.124140+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\ctfmon.exe,918,1,Normal ctfmon.exe process termination
-,2026-04-20 18:17:06.436438+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\whoami.exe""",,919,6,"Whoami executed via PowerShell, privilege enumeration"
,2026-04-20 18:17:06.452602+00:00,pizza,4689,,,C:\Windows\System32\whoami.exe,920,1,Normal whoami process termination
-,2026-04-20 18:17:06.493771+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\whoami.exe"" /priv",,921,8,"Whoami /priv via PowerShell, privilege escalation check"
,2026-04-20 18:17:06.531565+00:00,pizza,4689,,,C:\Windows\System32\whoami.exe,922,1,Normal whoami process termination
-,2026-04-20 18:17:06.559612+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" user",,923,7,"Net user enumeration via PowerShell, account discovery"
-,2026-04-20 18:17:06.575510+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 user,,924,6,"Net1 user enumeration, account discovery activity"
,2026-04-20 18:17:06.595894+00:00,pizza,4689,,,C:\Windows\System32\net1.exe,925,1,Normal net1.exe process termination
,2026-04-20 18:17:06.597080+00:00,pizza,4689,,,C:\Windows\System32\net.exe,926,1,Normal net.exe process termination
-,2026-04-20 18:17:06.615673+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\net.exe"" localgroup administrators",,927,8,"Net localgroup administrators via PowerShell, admin enumeration"
-,2026-04-20 18:17:06.627165+00:00,pizza,4688,C:\Windows\System32\net.exe,C:\WINDOWS\system32\net1 localgroup administrators,,928,7,"Net1 localgroup administrators, admin group enumeration"
Administrators,2026-04-20 18:17:06.640194+00:00,pizza,4799,,,,929,9,Group membership change to Administrators group
,2026-04-20 18:17:06.642628+00:00,pizza,4689,,,C:\Windows\System32\net1.exe,930,1,Normal net1.exe process termination
,2026-04-20 18:17:06.643936+00:00,pizza,4689,,,C:\Windows\System32\net.exe,931,1,Normal net.exe process termination
-,2026-04-20 18:17:06.672651+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\tasklist.exe""",,932,5,"Tasklist via PowerShell, process enumeration activity"
,2026-04-20 18:17:06.904860+00:00,pizza,4689,,,C:\Windows\System32\tasklist.exe,933,1,Normal tasklist.exe process termination
-,2026-04-20 18:17:06.948965+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\NETSTAT.EXE"" -an",,934,6,"Netstat via PowerShell, network connection enumeration"
,2026-04-20 18:17:07.255989+00:00,pizza,4689,,,C:\Windows\System32\dllhost.exe,935,1,Normal dllhost.exe process termination
,2026-04-20 18:17:07.542336+00:00,pizza,4689,,,C:\Windows\System32\NETSTAT.EXE,936,1,Normal NETSTAT.EXE process termination
