TargetUserName,Timestamp,SubjectUserName,EventID,ParentProcessName,CommandLine,ProcessName,RowID
pizza,2026-04-20 18:08:03.266275+00:00,DESKTOP-A3EGFSV$,4798,,,,280
LOCAL SERVICE,2026-04-20 18:08:03.312321+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p,,281
,2026-04-20 18:08:03.327045+00:00,,5033,,,,282
DESKTOP-A3EGFSV$,2026-04-20 18:08:03.355400+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,C:\WINDOWS\System32\svchost.exe -k NetworkService -p -s LanmanWorkstation,,283
-,2026-04-20 18:08:03.454412+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\ClipRenew.exe"" -e",,284
LOCAL SERVICE,2026-04-20 18:08:03.616804+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,taskhostw.exe TimeSyncTask,,285
LOCAL SERVICE,2026-04-20 18:08:03.680099+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p -s DPS,,286
SYSTEM,2026-04-20 18:08:03.682285+00:00,DESKTOP-A3EGFSV$,4624,,,C:\Windows\System32\services.exe,287
,2026-04-20 18:08:03.682293+00:00,SYSTEM,4672,,,,288
-,2026-04-20 18:08:03.683435+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,C:\WINDOWS\System32\svchost.exe -k utcsvc -p,,289
SYSTEM,2026-04-20 18:08:03.684826+00:00,DESKTOP-A3EGFSV$,4624,,,C:\Windows\System32\services.exe,290
,2026-04-20 18:08:03.684832+00:00,SYSTEM,4672,,,,291
-,2026-04-20 18:08:03.686054+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,C:\WINDOWS\System32\svchost.exe -k NetSvcs -p -s iphlpsvc,,292
SYSTEM,2026-04-20 18:08:03.747051+00:00,DESKTOP-A3EGFSV$,4624,,,C:\Windows\System32\services.exe,293
,2026-04-20 18:08:03.747059+00:00,SYSTEM,4672,,,,294
-,2026-04-20 18:08:03.752707+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s LanmanServer,,295
SYSTEM,2026-04-20 18:08:03.760868+00:00,DESKTOP-A3EGFSV$,4624,,,C:\Windows\System32\services.exe,296
,2026-04-20 18:08:03.760880+00:00,SYSTEM,4672,,,,297
-,2026-04-20 18:08:03.762903+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s TrkWks,,298
SYSTEM,2026-04-20 18:08:03.771816+00:00,DESKTOP-A3EGFSV$,4624,,,C:\Windows\System32\services.exe,299
,2026-04-20 18:08:03.771820+00:00,SYSTEM,4672,,,,300
SYSTEM,2026-04-20 18:08:03.774704+00:00,DESKTOP-A3EGFSV$,4624,,,C:\Windows\System32\services.exe,301
,2026-04-20 18:08:03.774710+00:00,SYSTEM,4672,,,,302
-,2026-04-20 18:08:03.776400+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s Winmgmt,,303
