TargetUserName,Timestamp,SubjectUserName,EventID,ParentProcessName,CommandLine,ProcessName,RowID
,2026-04-20 18:08:22.184929+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,420
-,2026-04-20 18:08:22.190367+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"powershell -NoProfile -Command ""[bool](Get-CimInstance -Query 'SELECT * FROM Win32_UserAccount WHERE LocalAccount = TRUE AND SID LIKE ''S-1-5-21-%-501''' | Where-Object -Property Disabled)""",,421
-,2026-04-20 18:08:22.197899+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,,422
Administrator,2026-04-20 18:08:23.687996+00:00,DESKTOP-A3EGFSV$,4798,,,,423
DefaultAccount,2026-04-20 18:08:23.688280+00:00,DESKTOP-A3EGFSV$,4798,,,,424
Guest,2026-04-20 18:08:23.688456+00:00,DESKTOP-A3EGFSV$,4798,,,,425
pizza,2026-04-20 18:08:23.688648+00:00,DESKTOP-A3EGFSV$,4798,,,,426
WDAGUtilityAccount,2026-04-20 18:08:23.688913+00:00,DESKTOP-A3EGFSV$,4798,,,,427
,2026-04-20 18:08:23.761965+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe,428
,2026-04-20 18:08:23.763880+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,429
-,2026-04-20 18:08:23.772396+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,net user,,430
-,2026-04-20 18:08:23.779457+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\net.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,,431
-,2026-04-20 18:08:23.812777+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\net.exe,C:\WINDOWS\system32\net1 user,,432
,2026-04-20 18:08:23.839823+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\net1.exe,433
,2026-04-20 18:08:23.841015+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\net.exe,434
,2026-04-20 18:08:23.842255+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,435
-,2026-04-20 18:08:23.842617+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,net user,,436
-,2026-04-20 18:08:23.846731+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\net.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,,437
-,2026-04-20 18:08:23.869003+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\net.exe,C:\WINDOWS\system32\net1 user,,438
,2026-04-20 18:08:23.881788+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\net1.exe,439
,2026-04-20 18:08:23.882887+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\net.exe,440
,2026-04-20 18:08:23.884275+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,441
-,2026-04-20 18:08:23.889462+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,reg query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\system /v legalnoticetext,,442
-,2026-04-20 18:08:23.897758+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\reg.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,,443
,2026-04-20 18:08:23.921526+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\reg.exe,444
,2026-04-20 18:08:23.922468+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,445
-,2026-04-20 18:08:23.923100+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,reg query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\system /v legalnoticecaption,,446
-,2026-04-20 18:08:23.930019+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\reg.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,,447
,2026-04-20 18:08:23.950407+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\reg.exe,448
,2026-04-20 18:08:23.951250+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,449
-,2026-04-20 18:08:23.970097+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""Credential Validation""",,450
-,2026-04-20 18:08:23.976099+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\auditpol.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,,451
,2026-04-20 18:08:24.014397+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\auditpol.exe,452
,2026-04-20 18:08:24.015806+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,453
-,2026-04-20 18:08:24.015997+00:00,DESKTOP-A3EGFSV$,4688,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,"auditpol.exe /get /subcategory:""Application Group Management""",,454
-,2026-04-20 18:08:24.021326+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\SysWOW64\auditpol.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,,455
,2026-04-20 18:08:24.045202+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\SysWOW64\auditpol.exe,456
,2026-04-20 18:08:24.046518+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,457
