TargetUserName,Timestamp,SubjectUserName,EventID,ParentProcessName,CommandLine,ProcessName,RowID
,2026-04-20 18:16:20.684151+00:00,pizza,4689,,,C:\Windows\System32\dllhost.exe,840
,2026-04-20 18:16:20.833300+00:00,DESKTOP-A3EGFSV$,4695,,,,841
,2026-04-20 18:16:20.834167+00:00,pizza,4695,,,,842
,2026-04-20 18:16:20.898893+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\147.0.3912.72\elevation_service.exe,843
SYSTEM,2026-04-20 18:16:20.901890+00:00,DESKTOP-A3EGFSV$,4624,,,C:\Windows\System32\services.exe,844
,2026-04-20 18:16:20.901897+00:00,SYSTEM,4672,,,,845
-,2026-04-20 18:16:20.903669+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\services.exe,C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s NgcSvc,,846
DESKTOP-A3EGFSV$,2026-04-20 18:16:20.992973+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\wbem\wmiprvse.exe -secured -Embedding,,847
-,2026-04-20 18:16:21.552219+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=entity_extraction_service.mojom.Extractor --lang=en-US --service-sandbox-type=entity_extraction --onnx-enabled-for-ee --video-capture-use-gpu-memory-buffer --skip-read-main-dll --metrics-shmem-handle=5636,i,7143220815902533624,11043700148657128860,524288 --field-trial-handle=2252,i,3616932261551619570,7225375466808652926,262144 --variations-seed-version --pseudonymization-salt-handle=2256,i,1669410902296250306,8362656500808665194,4 --trace-process-track-uuid=3190708993808206286 --mojo-platform-channel-handle=5684 /prefetch:14",,848
-,2026-04-20 18:16:21.554331+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=asset_store.mojom.AssetStoreService --lang=en-US --service-sandbox-type=asset_store_service --video-capture-use-gpu-memory-buffer --skip-read-main-dll --metrics-shmem-handle=5652,i,17222469316652066730,10108282964099199037,524288 --field-trial-handle=2252,i,3616932261551619570,7225375466808652926,262144 --variations-seed-version --pseudonymization-salt-handle=2256,i,1669410902296250306,8362656500808665194,4 --trace-process-track-uuid=3190708994745248135 --mojo-platform-channel-handle=5728 /prefetch:14",,849
-,2026-04-20 18:16:21.595560+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --instant-process --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=7 --time-ticks-at-unix-epoch=-1776708462348891 --launch-time-ticks=519181737 --skip-read-main-dll --metrics-shmem-handle=5520,i,12597408603574601764,1837634309826809028,2097152 --field-trial-handle=2252,i,3616932261551619570,7225375466808652926,262144 --variations-seed-version --pseudonymization-salt-handle=2256,i,1669410902296250306,8362656500808665194,4 --trace-process-track-uuid=3190708992871164437 --mojo-platform-channel-handle=5524 /prefetch:1",,850
Administrator,2026-04-20 18:16:21.761314+00:00,DESKTOP-A3EGFSV$,4798,,,,851
DefaultAccount,2026-04-20 18:16:21.762215+00:00,DESKTOP-A3EGFSV$,4798,,,,852
Guest,2026-04-20 18:16:21.762630+00:00,DESKTOP-A3EGFSV$,4798,,,,853
pizza,2026-04-20 18:16:21.763102+00:00,DESKTOP-A3EGFSV$,4798,,,,854
Administrator,2026-04-20 18:16:21.768259+00:00,DESKTOP-A3EGFSV$,4798,,,,855
DefaultAccount,2026-04-20 18:16:21.768646+00:00,DESKTOP-A3EGFSV$,4798,,,,856
Guest,2026-04-20 18:16:21.769011+00:00,DESKTOP-A3EGFSV$,4798,,,,857
pizza,2026-04-20 18:16:21.769442+00:00,DESKTOP-A3EGFSV$,4798,,,,858
-,2026-04-20 18:16:21.869822+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\147.0.3912.72\identity_helper.exe"" --type=utility --utility-sub-type=winrt_app_id.mojom.WinrtAppIdService --lang=en-US --service-sandbox-type=windows_package_identity --video-capture-use-gpu-memory-buffer --skip-read-main-dll --metrics-shmem-handle=6460,i,3231768862446545911,3642349561374142853,524288 --field-trial-handle=2252,i,3616932261551619570,7225375466808652926,262144 --variations-seed-version --pseudonymization-salt-handle=2256,i,1669410902296250306,8362656500808665194,4 --trace-process-track-uuid=3190708995682289984 --mojo-platform-channel-handle=6568 /prefetch:14",,859
,2026-04-20 18:16:21.888878+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\147.0.3912.72\identity_helper.exe,860
-,2026-04-20 18:16:21.892035+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\147.0.3912.72\identity_helper.exe"" --type=utility --utility-sub-type=winrt_app_id.mojom.WinrtAppIdService --lang=en-US --service-sandbox-type=windows_package_identity --video-capture-use-gpu-memory-buffer --skip-read-main-dll --metrics-shmem-handle=6460,i,3231768862446545911,3642349561374142853,524288 --field-trial-handle=2252,i,3616932261551619570,7225375466808652926,262144 --variations-seed-version --pseudonymization-salt-handle=2256,i,1669410902296250306,8362656500808665194,4 --trace-process-track-uuid=3190708995682289984 --mojo-platform-channel-handle=6568 /prefetch:14",,861
-,2026-04-20 18:16:22.229137+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --pdf-upsell-enabled --video-capture-use-gpu-memory-buffer --lang=en-US --js-flags --device-scale-factor=1 --num-raster-threads=1 --renderer-client-id=11 --time-ticks-at-unix-epoch=-1776708462348891 --launch-time-ticks=519827930 --skip-read-main-dll --metrics-shmem-handle=6808,i,17265646521687330036,1485792444133045221,2097152 --field-trial-handle=2252,i,3616932261551619570,7225375466808652926,262144 --variations-seed-version --pseudonymization-salt-handle=2256,i,1669410902296250306,8362656500808665194,4 --trace-process-track-uuid=3190708996619331833 --mojo-platform-channel-handle=6760 /prefetch:1",,862
-,2026-04-20 18:16:24.462276+00:00,pizza,4688,C:\Windows\explorer.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" ",,863
,2026-04-20 18:16:24.523268+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,864
-,2026-04-20 18:16:26.701674+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=PooledProcess2 --lang=en-US --service-sandbox-type=utility --skip-read-main-dll --metrics-shmem-handle=6208,i,1344273222357080113,17709283714713194648,524288 --field-trial-handle=2252,i,3616932261551619570,7225375466808652926,262144 --variations-seed-version --pseudonymization-salt-handle=2256,i,1669410902296250306,8362656500808665194,4 --trace-process-track-uuid=3190708998493415531 --mojo-platform-channel-handle=7808 /prefetch:14",,865
Administrator,2026-04-20 18:16:26.930237+00:00,DESKTOP-A3EGFSV$,4798,,,,866
DefaultAccount,2026-04-20 18:16:26.931221+00:00,DESKTOP-A3EGFSV$,4798,,,,867
Guest,2026-04-20 18:16:26.932270+00:00,DESKTOP-A3EGFSV$,4798,,,,868
pizza,2026-04-20 18:16:26.932688+00:00,DESKTOP-A3EGFSV$,4798,,,,869
