TargetUserName,Timestamp,SubjectUserName,EventID,ParentProcessName,CommandLine,ProcessName,RowID
pizza,2026-04-20 18:00:18.158943+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,taskhostw.exe $(Arg0),,0
,2026-04-20 18:00:18.704304+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\ctfmon.exe,1
-,2026-04-20 18:00:19.056101+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\wevtutil.exe"" cl Security",,2
,2026-04-20 18:00:19.082523+00:00,,1102,,,,3
,2026-04-20 18:00:19.083939+00:00,pizza,4689,,,C:\Windows\System32\wevtutil.exe,4
,2026-04-20 18:00:19.781973+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,5
-,2026-04-20 18:00:24.149845+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\wevtutil.exe"" cl system",,6
,2026-04-20 18:00:24.168566+00:00,pizza,4689,,,C:\Windows\System32\wevtutil.exe,7
,2026-04-20 18:00:24.439650+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,8
,2026-04-20 18:00:27.628323+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Program Files\Windows Defender\MpCmdRun.exe,9
,2026-04-20 18:00:27.630829+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,10
,2026-04-20 18:00:29.851439+00:00,pizza,4689,,,C:\Windows\System32\backgroundTaskHost.exe,11
,2026-04-20 18:00:29.851713+00:00,pizza,4689,,,C:\Windows\System32\backgroundTaskHost.exe,12
-,2026-04-20 18:00:31.446438+00:00,pizza,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\WINDOWS\system32\wevtutil.exe"" cl application",,13
,2026-04-20 18:00:31.459179+00:00,pizza,4689,,,C:\Windows\System32\wevtutil.exe,14
-,2026-04-20 18:00:34.338362+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=edge_search_indexer.mojom.SearchIndexerInterfaceBroker --lang=en-US --service-sandbox-type=search_indexer --message-loop-type-ui --skip-read-main-dll --metrics-shmem-handle=6824,i,14182499647159006810,3446584055099941156,524288 --field-trial-handle=2316,i,11653587304601885560,1287113618954745513,262144 --variations-seed-version --pseudonymization-salt-handle=2368,i,15542423599154470718,16582211970420337290,4 --trace-process-track-uuid=3190709009737917719 --mojo-platform-channel-handle=9692 /prefetch:14",,15
pizza,2026-04-20 18:00:34.375177+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,C:\Windows\System32\RuntimeBroker.exe -Embedding,,16
,2026-04-20 18:00:34.960791+00:00,pizza,4689,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,17
,2026-04-20 18:00:35.000912+00:00,pizza,4689,,,C:\Windows\System32\conhost.exe,18
-,2026-04-20 18:00:38.515560+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=unzip.mojom.Unzipper --lang=en-US --service-sandbox-type=service --ram-no-pressure-read-main-dll --metrics-shmem-handle=9772,i,13831606928859619422,11610484680790526431,524288 --field-trial-handle=2316,i,11653587304601885560,1287113618954745513,262144 --variations-seed-version --pseudonymization-salt-handle=2368,i,15542423599154470718,16582211970420337290,4 --trace-process-track-uuid=3190709010674959568 --mojo-platform-channel-handle=9912 /prefetch:14",,19
,2026-04-20 18:00:38.616241+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,20
,2026-04-20 18:00:38.657164+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,21
-,2026-04-20 18:00:39.595604+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,consent.exe 5700 834 0000023A7F11EC20,,22
-,2026-04-20 18:00:39.701159+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,/QuitInfo:0000000000000340;0000000000000314; ,,23
,2026-04-20 18:00:41.337011+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\consent.exe,24
pizza,2026-04-20 18:00:41.490944+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\explorer.exe,"""C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2512.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe"" ",,25
pizza,2026-04-20 18:00:42.621284+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},,26
,2026-04-20 18:00:44.336231+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\ctfmon.exe,27
-,2026-04-20 18:00:46.910391+00:00,pizza,4688,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=unzip.mojom.Unzipper --lang=en-US --service-sandbox-type=service --skip-read-main-dll --metrics-shmem-handle=7680,i,11631088085670993948,10177857540625755142,524288 --field-trial-handle=2316,i,11653587304601885560,1287113618954745513,262144 --variations-seed-version --pseudonymization-salt-handle=2368,i,15542423599154470718,16582211970420337290,4 --trace-process-track-uuid=3190709011612001417 --mojo-platform-channel-handle=6356 /prefetch:14",,28
,2026-04-20 18:00:46.962021+00:00,pizza,4689,,,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,29
,2026-04-20 18:00:47.832493+00:00,pizza,4689,,,C:\Windows\System32\dllhost.exe,30
pizza,2026-04-20 18:00:50.284983+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},,31
,2026-04-20 18:00:55.329451+00:00,pizza,4689,,,C:\Windows\System32\dllhost.exe,32
-,2026-04-20 18:00:55.729507+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,"""C:\WINDOWS\system32\appidpolicyconverter.exe""",,33
-,2026-04-20 18:00:55.736418+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\appidpolicyconverter.exe,\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1,,34
,2026-04-20 18:00:55.768642+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\appidpolicyconverter.exe,35
,2026-04-20 18:00:55.769888+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\conhost.exe,36
,2026-04-20 18:00:56.167721+00:00,DESKTOP-A3EGFSV$,4689,,,C:\Windows\System32\svchost.exe,37
pizza,2026-04-20 18:00:57.987263+00:00,DESKTOP-A3EGFSV$,4688,C:\Windows\System32\svchost.exe,C:\WINDOWS\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5},,38
